site_id,years,states,commodity,latitude,longitude
M001204,1976;1981;1986,0;1;2,U,2.608,-75.7837
M001205,2011;2016;2021;2026,0;1;2;2,Ag,-55.572,-150.5941
M001206,1970;1975;1980;1985,0;0;0;1,Au,-3.9425,-47.295
M001207,2004;2009;2014,0;0;1,Cu,17.5717,22.0522
M001208,1975;1980,0;0,Cu,-21.2077,-18.7015
M001209,1991;1996;2001;2006;2011,0;1;1;2;2,Ag,-37.9609,175.577
M001210,1977;1982,0;1,U,0.4121,112.647
M001211,2006;2011,0;0,Cu,-59.6903,-133.9505
M001212,2011;2016;2021;2026;2031,0;1;1;1;3,Cu,-77.0191,-129.2534
M001213,1978;1983;1988,0;0;0,Fe,-59.4635,81.7042
M001214,1991;1996;2001,0;0;0,Fe,29.4942,-52.0493
M001215,1974;1979;1984,0;0;0,U,21.0627,-69.312
M001216,1994;1999;2004;2009;2014,0;0;0;3;3,Cu,-84.2241,-172.8573
M001217,1996;2001;2006,0;0;3,Fe,71.6908,126.4092
M001218,2007;2012;2017;2022;2027,0;0;1;3;3,U,53.0263,-11.4735
M001219,2007;2012;2017;2022,0;0;1;2,Au,69.0674,-164.8434
M001220,2004;2009;2014,0;0;3,Ag,65.561,-89.6284
M001221,1976;1981;1986;1991,0;0;1;1,Zn,-63.6959,-57.3864
M001222,1984;1989;1994;1999;2004,0;0;1;1;2,Zn,22.6095,50.1367
M001223,1977;1982;1987;1992;1997,0;0;0;1;1,Cu,10.7679,48.1488
M001224,1999;2004;2009;2014;2019,0;0;0;3;3,Au,-27.1023,150.1052
M001225,1981;1986;1991;1996;2001,0;0;0;1;1,Fe,-73.5873,63.0344
M001226,1975;1980;1985;1990,0;1;1;1,Ag,19.5204,39.6809
M001227,1989;1994;1999;2004;2009,0;1;1;3;3,Cu,26.8976,135.9227
M001228,2006;2011,0;0,Ag,-6.2046,-143.0823
M001229,1975;1980;1985,0;1;1,Cu,-83.879,136.3031
M001230,1971;1976,0;0,Zn,-86.692,13.6464
M001231,1975;1980;1985;1990;1995;2000,0;0;0;0;0;3,U,82.4728,171.4659
M001232,2007;2012;2017;2022;2027,0;3;3;3;3,Fe,10.2116,15.0376
M001233,1976;1981;1986,0;0;0,Cu,26.9071,4.8342
M001234,1997;2002;2007;2012,0;1;1;2,Cu,-11.8988,30.0956
M001235,2012;2017;2022;2027,0;1;1;3,Zn,37.9676,33.6602
M001236,1988;1993;1998;2003;2008;2013,0;1;1;2;2;2,Cu,-50.6453,33.6838
M001237,1970;1975;1980;1985;1990;1995,0;0;0;0;0;0,Zn,-11.0719,-60.7255
M001238,2007;2012;2017;2022;2027,0;0;1;2;2,Ag,45.0972,155.9806
M001239,2013;2018;2023;2028;2033;2038,0;0;0;1;1;3,Zn,-50.5766,-41.1817
M001240,2000;2005;2010;2015;2020,0;0;0;0;1,Cu,62.1279,162.2572
M001241,1976;1981;1986;1991;1996,0;1;1;1;2,Au,-63.7578,128.0078
M001242,1997;2002;2007,0;0;0,Au,40.2792,77.8982
M001243,2004;2009,0;0,Zn,-52.7911,-2.1315
M001244,2010;2015;2020;2025;2030,0;1;2;2;2,U,53.6897,-68.5615
M001245,1976;1981;1986;1991;1996,0;3;3;3;3,Au,-16.594,98.5177
M001246,2006;2011;2016;2021,0;1;1;1,Au,30.4712,79.25
M001247,2000;2005;2010;2015;2020,0;0;0;0;0,U,-77.7093,-163.0393
M001248,2006;2011,0;0,U,20.0734,-155.1917
M001249,1999;2004;2009;2014,0;0;0;0,Fe,-64.0111,21.306
M001250,2003;2008,0;0,Zn,-61.2289,-39.5591
M001251,1973;1978,0;3,Cu,-66.8361,172.406
M001252,1998;2003;2008,0;1;1,Cu,8.1291,-155.4445
M001253,2008;2013;2018,0;0;1,Zn,-51.2667,93.1033
M001254,1983;1988;1993;1998,0;0;1;1,Zn,-1.2035,73.2307
M001255,1981;1986,0;0,Au,-26.058,31.467
M001256,2003;2008;2013,0;1;1,Au,-86.3925,-121.1775
M001257,1996;2001,0;0,Au,-85.7807,157.1154
M001258,1987;1992;1997;2002;2007;2012,0;0;0;0;0;0,Zn,7.3011,174.043
M001259,1989;1994;1999;2004,0;0;1;2,Au,58.6508,-35.5835
M001260,1981;1986;1991;1996;2001;2006,0;0;1;1;1;1,Fe,37.0118,25.614
M001261,2012;2017;2022;2027,0;1;1;1,U,89.3792,-44.3026
M001262,1998;2003;2008;2013;2018,0;3;3;3;3,U,14.1244,-27.9827
M001263,1980;1985;1990;1995;2000,0;0;0;0;1,U,-52.6289,48.3031
M001264,1990;1995,0;0,Cu,-74.3985,94.7694
M001265,1993;1998;2003;2008;2013,0;3;3;3;3,Fe,-30.9708,57.5399
M001266,2001;2006;2011;2016;2021,0;0;1;1;1,Ag,-60.4814,-65.6531
M001267,1991;1996;2001;2006;2011;2016,0;3;3;3;3;3,Ag,-70.9337,109.0923
M001268,1993;1998;2003,0;1;1,Zn,-2.4311,121.1781
M001269,1985;1990,0;0,Ag,-57.6949,134.168
M001270,2008;2013;2018,0;1;1,Fe,-8.5383,-158.0011
M001271,2000;2005;2010,0;3;3,U,88.9115,-173.6132
M001272,1978;1983;1988;1993;1998;2003,0;0;0;3;3;3,Cu,-7.2232,102.0497
M001273,1980;1985;1990;1995;2000;2005,0;0;0;0;3;3,Zn,-32.3762,65.0259
M001274,1994;1999;2004;2009,0;0;0;0,Ag,6.0997,58.0907
M001275,2006;2011;2016;2021;2026,0;1;1;3;3,Cu,-21.3258,-76.1464
M001276,1983;1988;1993;1998;2003;2008,0;0;0;1;1;1,U,10.9824,56.6557
M001277,1987;1992;1997,0;0;1,Fe,53.292,-18.8258
M001278,1977;1982;1987;1992;1997,0;1;2;2;2,Au,31.4883,-92.4667
M001279,1983;1988;1993,0;0;0,Au,50.0557,-37.3293
M001280,1994;1999;2004,0;0;1,Fe,-29.0886,129.0694
M001281,2003;2008,0;1,U,-57.8016,-119.5133
M001282,1981;1986;1991;1996;2001,0;1;1;1;1,Au,-43.3701,123.8006
M001283,1980;1985;1990;1995,0;3;3;3,Ag,-47.9605,157.6202
M001284,1984;1989;1994;1999;2004;2009,0;0;0;0;0;0,Ag,-73.5257,40.6301
M001285,1991;1996;2001,0;0;0,Fe,-22.9768,-170.5982
M001286,1974;1979;1984;1989,0;3;3;3,Au,-66.4818,-66.4389
M001287,1982;1987;1992;1997;2002;2007,0;0;0;0;0;1,Zn,-37.9718,-81.845
M001288,1993;1998;2003;2008;2013;2018,0;0;0;0;0;0,Zn,-79.9549,-115.8702
M001289,2009;2014;2019,0;1;1,Au,-19.6569,25.1695
M001290,1996;2001;2006;2011;2016,0;0;1;3;3,Fe,67.6942,-71.3992
M001291,1993;1998;2003;2008;2013,0;1;3;3;3,U,-56.4297,-68.5204
M001292,2003;2008;2013,0;1;1,Fe,62.8259,105.8607
M001293,1988;1993;1998;2003;2008;2013,0;0;0;1;2;2,U,-12.4782,-126.1454
M001294,1974;1979;1984,0;0;1,Zn,28.6008,-161.9279
M001295,1983;1988;1993;1998;2003,0;1;1;3;3,Fe,42.769,158.9083
M001296,1988;1993;1998;2003,0;1;1;1,Fe,-60.387,170.0087
M001297,1971;1976;1981;1986,0;0;0;0,U,-28.7414,-0.8327
M001298,1992;1997;2002;2007;2012,0;3;3;3;3,Au,-43.0486,116.3307
M001299,1993;1998,0;0,Zn,4.1249,52.989
M001300,1986;1991;1996,0;3;3,Cu,-51.2515,103.426
M001301,1971;1976,0;0,Au,-58.8151,-64.3607
M001302,2003;2008;2013;2018;2023;2028,0;1;1;1;1;2,Fe,-2.0044,33.9704
M001303,1977;1982;1987;1992,0;0;0;0,Ag,82.388,155.1934
M001304,1986;1991;1996;2001;2006,0;0;0;0;0,Zn,-66.5933,20.0406
M001305,1998;2003;2008;2013;2018;2023,0;0;1;1;1;1,U,-54.5068,-40.1797
M001306,1983;1988;1993,0;0;0,Cu,59.5437,-1.7017
M001307,2013;2018,0;0,Fe,46.7369,-157.214
M001308,1999;2004,0;1,U,19.6795,153.5752
M001309,2002;2007;2012;2017,0;0;0;3,Ag,83.6106,-167.7764
M001310,1989;1994;1999;2004;2009;2014,0;0;0;3;3;3,Zn,-64.5333,4.6251
M001311,1975;1980;1985;1990,0;0;1;1,Zn,3.3371,84.6176
M001312,2000;2005;2010,0;0;0,Ag,18.8501,-113.8417
M001313,1974;1979;1984;1989,0;3;3;3,Cu,-24.365,-165.4298
M001314,1994;1999,0;0,Cu,-60.885,56.493
M001315,1997;2002,0;0,Zn,31.7739,-59.5967
M001316,1989;1994;1999;2004;2009,0;0;0;3;3,Zn,62.2039,-179.5171
M001317,1989;1994;1999;2004,0;3;3;3,U,34.6857,-153.687
M001318,1992;1997;2002;2007;2012,0;0;1;2;2,Ag,67.6133,52.6578
M001319,2004;2009;2014;2019;2024,0;0;0;3;3,Zn,-12.8544,77.941
M001320,1973;1978;1983;1988;1993,0;0;0;0;1,Fe,-41.0976,152.948
M001321,2013;2018,0;0,Ag,0.8364,-52.865
M001322,1995;2000,0;0,Au,37.4113,122.1632
M001323,1986;1991;1996;2001,0;1;3;3,Cu,-43.1102,83.3715
M001324,2013;2018;2023;2028,0;0;1;1,Cu,-40.1592,-69.292
M001325,1971;1976;1981;1986,0;0;1;1,Ag,-11.7478,176.8733
M001326,1992;1997;2002,0;0;1,Ag,-9.7338,152.3004
M001327,1984;1989;1994;1999;2004,0;1;1;1;2,Zn,-2.5008,-53.9535
M001328,2012;2017;2022;2027,0;0;0;3,Ag,-11.699,-2.981
M001329,1994;1999;2004,0;0;0,Au,69.3657,-142.6917
M001330,2001;2006,0;0,Fe,3.7777,76.7058
M001331,1998;2003,0;1,Zn,-57.4644,163.6608
M001332,2010;2015;2020;2025;2030,0;1;2;2;2,Ag,68.9386,81.3153
M001333,1988;1993;1998;2003,0;0;0;0,Zn,40.6276,-137.2519
M001334,1993;1998;2003;2008,0;0;0;0,U,23.7562,-164.7896
M001335,1998;2003,0;0,Fe,-60.5888,-135.0673
M001336,1982;1987;1992;1997,0;1;2;2,U,-9.9981,-42.4014
M001337,1998;2003;2008;2013,0;0;0;0,U,34.5166,-150.8413
M001338,2012;2017;2022;2027;2032;2037,0;0;0;1;1;1,Ag,-43.847,-112.306
M001339,2005;2010;2015;2020;2025;2030,0;1;1;1;2;2,Au,-81.9206,120.0765
M001340,1976;1981;1986;1991;1996;2001,0;0;0;1;1;2,Ag,26.0521,8.583
M001341,2000;2005,0;0,U,76.2914,-2.3237
M001342,1991;1996;2001;2006,0;0;0;0,Zn,77.7104,-95.9965
M001343,2002;2007;2012;2017;2022;2027,0;0;0;0;0;0,Ag,-53.0949,-86.2744
M001344,1976;1981;1986;1991,0;1;2;2,Fe,-46.9449,6.7319
M001345,2010;2015;2020;2025;2030,0;1;1;1;1,Ag,-6.61,-49.2803
M001346,1990;1995;2000,0;0;0,Cu,46.3948,23.7393
M001347,2006;2011;2016;2021,0;0;0;1,Ag,39.8451,-11.0944
M001348,2009;2014,0;1,Au,87.8105,101.413
M001349,1997;2002,0;0,Fe,-23.0403,122.3947
M001350,1995;2000;2005;2010;2015,0;1;1;2;2,U,-29.0586,-90.4872
M001351,2009;2014;2019;2024;2029;2034,0;0;1;1;2;2,Au,12.359,-102.376
M001352,1977;1982,0;0,Cu,-26.3022,-96.2832
M001353,1986;1991;1996;2001,0;0;0;0,Fe,2.8751,-175.9808
M001354,2008;2013;2018;2023;2028;2033,0;0;0;0;1;1,U,76.8899,-37.6887
M001355,1991;1996,0;0,U,74.3923,66.3791
M001356,1992;1997;2002;2007,0;0;3;3,Cu,-0.502,-37.4149
M001357,2012;2017,0;1,Zn,-47.5625,51.3845
M001358,1987;1992;1997;2002;2007;2012,0;1;3;3;3;3,Fe,85.5338,-67.8499
M001359,1973;1978,0;0,Au,58.7048,-108.5172
M001360,2013;2018;2023;2028,0;0;3;3,Ag,-5.1888,-146.4438
M001361,1980;1985;1990;1995;2000;2005,0;0;3;3;3;3,Fe,23.392,88.4752
M001362,1974;1979;1984;1989;1994;1999,0;1;2;2;2;2,Fe,-41.4343,31.9034
M001363,2009;2014;2019;2024;2029,0;0;1;1;3,Fe,-87.56,15.0333
M001364,2002;2007;2012;2017,0;0;3;3,Zn,-80.2037,-132.9501
M001365,2010;2015,0;0,Ag,-49.4906,-46.6856
M001366,1978;1983;1988;1993;1998,0;1;2;2;2,Ag,-86.6781,72.4796
M001367,1994;1999;2004;2009;2014,0;3;3;3;3,Zn,75.7511,-119.8855
M001368,2011;2016;2021;2026;2031,0;0;3;3;3,Zn,46.2674,-37.6764
M001369,1973;1978;1983,0;1;1,Cu,22.5773,-154.6613
M001370,2002;2007;2012;2017;2022;2027,0;0;0;0;0;1,Fe,35.1873,-119.7108
M001371,1977;1982,0;0,Ag,-34.6494,148.7956
M001372,1989;1994;1999,0;0;0,Ag,40.7144,36.2114
M001373,2008;2013;2018;2023,0;0;1;3,Fe,-78.2137,-20.175
M001374,1979;1984;1989;1994;1999;2004,0;0;0;1;1;1,Au,55.4315,-13.8864
M001375,1992;1997;2002;2007;2012,0;0;1;1;2,Fe,25.3742,120.0113
M001376,1997;2002;2007;2012;2017;2022,0;0;1;1;1;1,Zn,62.9927,139.7171
M001377,1994;1999,0;1,Cu,-49.4728,-102.8963
M001378,1989;1994;1999,0;3;3,U,-1.3561,137.723
M001379,1984;1989,0;0,Zn,47.7294,-167.5711
M001380,1972;1977;1982;1987;1992;1997,0;1;1;3;3;3,Zn,-52.4807,-14.3644
M001381,2007;2012;2017;2022,0;0;0;0,Ag,31.3862,129.3817
M001382,1987;1992;1997,0;1;1,Ag,-8.3506,160.1431
M001383,2003;2008;2013;2018;2023;2028,0;0;0;0;1;1,Au,59.8403,80.9774
M001384,2007;2012;2017,0;0;0,U,-41.5723,116.9113
M001385,2008;2013;2018;2023;2028;2033,0;0;1;2;2;2,Au,-89.2995,149.3889
M001386,1971;1976;1981;1986,0;1;2;2,Zn,-78.0387,-154.2749
M001387,1981;1986;1991;1996,0;0;3;3,Fe,-79.245,31.5853
M001388,1987;1992,0;1,Cu,-62.8274,-132.5194
M001389,1970;1975;1980;1985;1990,0;0;0;0;1,Au,-46.2517,-72.7273
M001390,1987;1992;1997;2002,0;0;0;0,Cu,-33.7519,-108.5993
M001391,1997;2002;2007,0;0;0,Ag,-89.8664,23.6584
M001392,2012;2017,0;0,Fe,12.972,-106.5809
M001393,1982;1987;1992;1997,0;1;1;3,Cu,-5.5859,-33.3147
M001394,1973;1978;1983;1988;1993;1998,0;1;1;3;3;3,Au,64.0275,162.3143
M001395,1990;1995;2000;2005;2010;2015,0;0;0;1;2;2,U,87.9898,3.9669
M001396,1986;1991;1996,0;3;3,Cu,49.8538,86.1436
M001397,1988;1993;1998;2003;2008,0;3;3;3;3,Cu,69.4068,67.7855
M001398,1993;1998;2003,0;1;1,Cu,57.1818,58.6082
M001399,2011;2016;2021;2026;2031,0;0;0;1;1,Ag,-12.3536,139.6454
M001400,2010;2015;2020;2025,0;0;1;2,U,-70.195,-54.8663
M001401,2010;2015,0;0,Zn,-19.2381,-70.6901
M001402,1970;1975;1980;1985;1990,0;0;1;1;1,Zn,36.3993,-109.0079
M001403,1972;1977,0;0,Ag,14.01,-158.9347
M001404,1989;1994;1999;2004;2009,0;0;1;2;2,U,52.4351,78.0148
M001405,1970;1975;1980;1985;1990;1995,0;0;1;1;2;2,Ag,-82.1922,128.8105
M001406,1988;1993;1998,0;1;3,Ag,-57.1964,96.3157
M001407,1979;1984;1989;1994;1999;2004,0;1;2;2;2;2,Cu,-27.4453,-62.9411
M001408,1979;1984;1989;1994;1999;2004,0;3;3;3;3;3,Fe,24.6111,-48.4132
M001409,1991;1996;2001;2006,0;1;2;2,Zn,-35.9398,110.5985
M001410,2004;2009;2014;2019;2024;2029,0;1;2;2;2;2,Ag,-47.2589,157.965
M001411,1980;1985,0;0,Au,-51.0968,-59.4777
M001412,1977;1982;1987;1992;1997;2002,0;1;2;2;2;2,U,-51.1551,-43.454
M001413,1992;1997,0;0,Fe,-38.1305,-128.5424
M001414,1975;1980;1985,0;1;2,Fe,-63.2739,67.4626
M001415,2001;2006;2011;2016;2021;2026,0;0;0;1;2;2,Cu,31.8826,29.961
M001416,1994;1999,0;0,U,14.511,175.4104
M001417,1986;1991;1996;2001;2006;2011,0;3;3;3;3;3,Fe,18.0847,-36.548
M001418,2006;2011,0;0,Ag,47.6367,166.9705
M001419,1991;1996,0;1,Ag,2.2568,85.3003
M001420,1974;1979;1984;1989;1994,0;3;3;3;3,Cu,61.7923,74.8057
M001421,2010;2015;2020,0;1;2,Au,-63.374,-145.2876
M001422,1977;1982;1987;1992,0;3;3;3,Au,-80.8148,51.4112
M001423,1974;1979,0;1,U,28.3902,20.7879
M001424,2000;2005,0;1,U,-84.4957,-124.0318
M001425,2010;2015;2020,0;1;2,Fe,-47.6458,164.1793
M001426,1974;1979;1984;1989,0;0;0;0,U,-31.6859,-96.3899
M001427,1971;1976;1981;1986,0;0;1;1,U,46.3028,140.525
M001428,1994;1999,0;1,Zn,39.6562,71.8412
M001429,2004;2009;2014,0;0;1,Cu,27.6598,-75.446
M001430,1974;1979;1984,0;0;0,Au,69.8445,-78.0737
M001431,1994;1999;2004;2009;2014,0;0;0;0;3,Au,-38.3834,-178.0683
M001432,1992;1997;2002;2007;2012;2017,0;0;0;0;3;3,Zn,-39.3259,-171.6528
M001433,1995;2000;2005;2010,0;0;1;1,Zn,-1.0,156.0846
M001434,1973;1978;1983;1988;1993;1998,0;0;0;0;1;1,Cu,-29.6239,-8.2849
M001435,1974;1979;1984,0;0;1,Ag,-64.9626,-142.6295
M001436,1992;1997;2002;2007;2012,0;1;1;2;2,Ag,-59.5216,60.1773
M001437,2007;2012;2017,0;1;1,Cu,22.1425,125.7491
M001438,2010;2015;2020,0;0;1,Fe,66.3978,59.6941
M001439,1992;1997;2002;2007;2012;2017,0;0;0;1;1;2,Au,57.4642,-20.6627
M001440,1997;2002;2007;2012;2017;2022,0;0;3;3;3;3,Fe,32.3221,62.9905
M001441,1991;1996;2001;2006;2011;2016,0;1;1;1;2;2,Au,-73.0157,-71.219
M001442,2003;2008;2013;2018,0;3;3;3,Au,3.5372,8.2287
M001443,1979;1984,0;0,Fe,-89.2676,80.4754
M001444,1979;1984;1989;1994;1999,0;0;1;1;2,Cu,36.4764,-165.091
M001445,2006;2011;2016,0;0;3,Fe,-4.4404,-114.5769
M001446,1981;1986;1991;1996;2001,0;3;3;3;3,Ag,50.2046,117.9502
M001447,1974;1979;1984;1989;1994,0;3;3;3;3,Fe,43.8095,-141.5477
M001448,1987;1992;1997;2002;2007,0;0;1;1;2,U,7.624,90.3782
M001449,2006;2011;2016;2021;2026;2031,0;0;0;1;1;3,Cu,-18.7572,45.6153
M001450,1985;1990;1995;2000;2005;2010,0;1;1;2;2;2,Fe,76.4802,128.4846
M001451,1971;1976;1981;1986,0;3;3;3,Ag,32.6272,100.4499
M001452,1990;1995;2000,0;0;0,U,63.2604,146.2873
M001453,1980;1985;1990;1995,0;1;1;1,Ag,-25.4493,175.0333
M001454,1994;1999;2004;2009;2014,0;1;2;2;2,Ag,-75.6464,28.7166
M001455,2004;2009;2014;2019;2024;2029,0;1;1;1;1;3,Au,-86.1754,-142.3446
M001456,1978;1983;1988,0;3;3,Cu,-6.6762,-156.1091
M001457,1973;1978;1983;1988;1993;1998,0;1;1;1;1;2,Ag,-80.4607,-64.3667
M001458,2004;2009,0;0,Au,79.5321,34.8495
M001459,2013;2018;2023,0;0;3,Au,-8.8854,-22.007
M001460,1973;1978;1983;1988;1993;1998,0;0;0;1;1;1,U,-40.646,82.914
M001461,1975;1980;1985;1990;1995,0;0;0;0;0,Zn,43.1042,-162.7788
M001462,1989;1994;1999,0;0;1,Fe,22.4706,-24.0342
M001463,2012;2017;2022;2027;2032,0;0;0;0;1,U,-59.6422,56.5417
M001464,1983;1988;1993;1998;2003,0;0;0;0;1,Zn,72.13,-20.1249
M001465,2004;2009;2014;2019;2024,0;0;1;3;3,U,7.7691,73.3628
M001466,1976;1981;1986;1991,0;0;0;0,U,79.9602,65.8291
M001467,2003;2008;2013;2018,0;3;3;3,Zn,-78.8353,55.027
M001468,1986;1991;1996;2001,0;1;3;3,Ag,27.1647,-87.9756
M001469,2004;2009;2014;2019;2024,0;1;1;2;2,Au,-71.8731,-144.1019
M001470,1992;1997,0;0,Fe,-20.07,170.1961
M001471,1972;1977,0;0,Zn,-44.477,10.7141
M001472,2011;2016,0;1,Cu,-46.6279,29.0252
M001473,1978;1983;1988;1993;1998,0;0;1;3;3,Au,-63.782,-30.4008
M001474,1986;1991,0;3,Zn,-82.7168,-133.6287
M001475,1999;2004,0;1,Au,-18.6173,-95.8377
M001476,2008;2013;2018;2023;2028;2033,0;0;0;0;0;0,Fe,65.3718,-146.2978
M001477,2000;2005;2010;2015;2020,0;1;2;2;2,Fe,20.3069,25.1961
M001478,1972;1977;1982;1987;1992,0;1;1;1;3,Cu,-15.9305,137.325
M001479,1973;1978;1983;1988;1993;1998,0;0;0;0;0;1,Fe,55.3751,130.4462
M001480,2013;2018;2023;2028;2033,0;0;0;0;0,Ag,79.2483,-0.3125
M001481,2003;2008;2013;2018;2023,0;0;0;0;0,Ag,75.4532,167.5852
M001482,2008;2013;2018;2023;2028,0;0;0;0;0,Fe,29.2794,-49.7136
M001483,1986;1991;1996,0;0;1,Zn,62.6136,92.9873
M001484,1979;1984;1989;1994,0;0;1;1,Ag,71.1144,18.9259
M001485,2003;2008,0;0,Ag,-2.8063,-167.515
M001486,1983;1988;1993;1998;2003;2008,0;1;1;1;1;1,Au,-19.1823,2.987
M001487,2003;2008;2013;2018;2023;2028,0;0;1;1;1;1,Cu,-50.0138,-46.8016
M001488,2013;2018,0;0,Au,-26.1037,112.385
M001489,1984;1989;1994;1999,0;0;3;3,Au,21.4465,40.2807
M001490,1974;1979,0;0,Au,69.6881,-0.9841
M001491,1999;2004;2009;2014,0;1;1;1,Fe,-36.9,-117.5778
M001492,1978;1983;1988;1993;1998;2003,0;0;1;1;1;3,Au,50.0069,-54.6122
M001493,2005;2010;2015,0;3;3,Au,45.5366,-154.5292
M001494,1976;1981;1986,0;0;0,Zn,-39.205,-24.5129
M001495,1991;1996;2001;2006;2011,0;0;1;1;1,Fe,-45.701,122.2122
M001496,1990;1995;2000;2005;2010,0;0;0;0;0,Zn,-78.7638,42.3435
M001497,1995;2000;2005;2010;2015;2020,0;1;1;1;1;3,Ag,-12.5743,-113.5357
M001498,2002;2007,0;0,U,-69.1401,100.3043
M001499,1993;1998;2003;2008;2013,0;3;3;3;3,Zn,18.5696,125.1089
M001500,2004;2009;2014;2019;2024;2029,0;0;1;2;2;2,Zn,-4.2306,-131.3862
M001501,1996;2001;2006,0;0;1,Au,-72.6185,-16.7005
M001502,1980;1985,0;0,Ag,-9.63,166.9548
M001503,1974;1979,0;0,Cu,63.7697,162.3071
M001504,2001;2006;2011;2016;2021,0;0;0;0;0,Ag,-20.5774,32.3457
M001505,1992;1997;2002,0;1;1,Fe,-23.0742,-165.8624
M001506,1975;1980;1985,0;0;0,Ag,41.1341,-117.3814
M001507,1982;1987;1992,0;1;1,Au,88.8574,-84.2335
M001508,1981;1986;1991,0;0;0,Zn,-73.9026,-98.0927
M001509,1990;1995;2000;2005;2010;2015,0;1;1;1;1;1,Fe,-59.5438,174.5491
M001510,2005;2010;2015;2020,0;1;3;3,Ag,-76.5782,18.0614
M001511,1988;1993;1998;2003;2008;2013,0;0;0;1;1;3,Zn,-69.7297,-70.585
M001512,1970;1975;1980,0;0;0,Au,20.6351,-84.3298
M001513,2010;2015;2020;2025;2030,0;1;2;2;2,Fe,-60.4051,137.9519
M001514,1999;2004,0;0,U,72.3962,174.5562
M001515,1984;1989,0;0,U,47.2431,31.1176
M001516,1981;1986,0;0,Zn,2.18,50.2884
M001517,1971;1976;1981;1986;1991,0;3;3;3;3,U,-36.2774,35.8237
M001518,2010;2015;2020;2025,0;0;3;3,Au,81.4461,-130.1409
M001519,1987;1992;1997;2002;2007,0;0;0;0;0,Cu,-8.8461,-75.0405
M001520,2002;2007;2012,0;0;0,Zn,72.6883,-51.9483
M001521,1980;1985,0;0,Cu,88.0895,-91.183
M001522,1998;2003,0;0,Ag,48.89,176.3649
M001523,1994;1999,0;3,Fe,17.377,-30.0523
M001524,1979;1984;1989;1994,0;0;0;0,Fe,41.9526,179.3087
M001525,2008;2013,0;0,Ag,-55.5433,44.3112
M001526,1991;1996;2001,0;1;2,Zn,64.3687,-65.2139
M001527,1981;1986;1991;1996;2001,0;1;1;1;2,U,-63.9039,-152.4909
M001528,1999;2004;2009;2014;2019;2024,0;1;2;2;2;2,Au,8.8573,-50.4519
M001529,1973;1978;1983;1988;1993,0;0;1;2;2,Cu,-78.5779,89.7205
M001530,2002;2007;2012;2017;2022,0;1;1;1;2,U,12.5326,-139.1399
M001531,1974;1979;1984;1989;1994,0;1;1;3;3,U,-22.5513,-83.9134
M001532,2008;2013;2018;2023;2028,0;0;3;3;3,Cu,69.4377,-70.2929
M001533,1980;1985;1990;1995;2000,0;0;3;3;3,Ag,-12.0339,-20.7538
M001534,1972;1977;1982;1987;1992;1997,0;0;0;0;0;1,Ag,-64.5532,3.7071
M001535,1997;2002,0;1,U,8.2648,96.2139
M001536,2002;2007;2012,0;0;0,Cu,49.6846,-82.0319
M001537,2007;2012;2017;2022;2027,0;0;0;0;0,Cu,-66.4031,-25.3116
M001538,2006;2011;2016;2021,0;0;1;2,U,45.2475,-115.2334
M001539,1997;2002;2007,0;1;1,Cu,-50.1759,55.4008
M001540,2011;2016,0;1,U,78.9219,-172.2189
M001541,1996;2001;2006;2011;2016;2021,0;0;0;0;3;3,Fe,2.3152,121.0974
M001542,1976;1981;1986,0;3;3,Zn,50.3429,142.542
M001543,2006;2011,0;1,Ag,-20.9308,108.7215
M001544,1997;2002,0;0,Zn,62.6715,-124.1917
M001545,1975;1980;1985,0;1;1,Cu,-34.9151,56.5112
M001546,1982;1987;1992;1997;2002;2007,0;0;0;0;1;2,Au,-62.4576,74.429
M001547,2007;2012;2017,0;0;0,Zn,45.0343,-148.8029
M001548,1984;1989;1994;1999;2004,0;0;0;0;0,Fe,23.6178,-108.4767
M001549,2005;2010;2015;2020;2025,0;1;3;3;3,Au,-63.8502,94.9665
M001550,2000;2005;2010,0;1;1,Au,-49.8931,-9.1934
M001551,1979;1984;1989;1994,0;1;1;3,Fe,14.7936,-157.704
M001552,1984;1989;1994;1999,0;0;1;3,Ag,87.9516,37.7485
M001553,1990;1995;2000;2005,0;0;0;1,Au,12.4815,-32.6967
M001554,1996;2001;2006;2011,0;0;1;1,Cu,46.8423,-32.4591
M001555,2003;2008;2013;2018;2023,0;1;3;3;3,Au,-55.7685,116.8553
M001556,1982;1987;1992;1997;2002,0;1;2;2;2,Ag,82.8492,-118.4809
M001557,1988;1993;1998;2003;2008,0;0;1;1;1,Ag,29.631,5.387
M001558,1974;1979;1984;1989;1994;1999,0;0;3;3;3;3,Cu,-84.7646,-90.9465
M001559,1973;1978;1983,0;0;0,U,-23.5185,-101.7546
M001560,2013;2018;2023;2028;2033,0;1;1;2;2,Fe,84.1332,150.8924
M001561,1993;1998;2003;2008;2013;2018,0;0;3;3;3;3,Au,0.8042,-111.0764
M001562,1973;1978,0;1,U,25.8709,112.7949
M001563,2012;2017;2022,0;1;3,U,58.6318,104.3121
M001564,2002;2007;2012;2017;2022,0;0;0;0;1,Au,-36.8604,-134.9673
M001565,1976;1981;1986;1991;1996;2001,0;0;0;0;1;2,U,6.8575,158.0677
M001566,1971;1976;1981;1986;1991;1996,0;0;0;1;2;2,U,-5.8684,46.5211
M001567,1983;1988;1993;1998,0;0;0;0,U,-74.7382,53.425
